text,label,cleaned_text
"Suburban kids meet the forest. Killjoy is better in this part. He is more wicked and stronger as well. Nevertheless, most part of the acting is bad as well, like in the first one. Sometimes the characters say things to each other that do not make sense and are not convincing. I made an error to watch this one sober. You'll probably enjoy it more if you are not ;-). If you did not already stop loving clowns after the first movie, you definitely will after the second.....;-)<br /><br />Problem kids and their watchers are on their way to a camp in the forest. And what a coincidence, their car broke right in the middle of a forest and.....at night? That's just their luck. They find a house and one got shot, one of the watchers stays behind (why I do not know) and the rest eventually finds another house. In that house a voodoo priestess lives.....but she is not responsible for the resurrection of Killjoy. Who is it then? Well, you better watch the movie and find out for yourselves....",0,suburban kids meet the forest killjoy is better in this part he is more wicked and stronger as well nevertheless most part of the acting is bad as well like in the first one sometimes the characters say things to each other that do not_make sense and are not_convincing i made an error to watch this one sober youll probably enjoy it more if you are not if you did not_already stop loving clowns after the first movie you definitely will after the secondproblem kids and their watchers are on their way to a camp in the forest and what a coincidence their car broke right in the middle of a forest andat night thats just their luck they find a house and one got shot one of the watchers stays behind why i do not_know and the rest eventually finds another house in that house a voodoo priestess livesbut she is not_responsible for the resurrection of killjoy who is it then well you better watch the movie and find out for yourselves
"This little film brings back a lot of memories, both fond and foul, of what can and does happen when one is a working musician. The not so pleasant accommodations for the band, the management of the venue jumping up and down telling you what to play, the sheer ecstasy of the applause.............. Far from being farcical it is, in fact, very accurate in the way it depicts musicians, professional and otherwise, who have travelled a great distance to perform a season of gigs at a venue. There are those times when everything goes perfectly, there are those other times when you immediately start to miss your partner and wonder what the hell you are doing this far from home. In the end you have to make the best of it because there is no other way out.",1,this little film brings back a lot of memories both fond and foul of what can and does happen when one is a working musician the not_so pleasant accommodations for the band the management of the venue jumping up and down telling you what to play the sheer ecstasy of the applause far from being farcical it is in fact very accurate in the way it depicts musicians professional and otherwise who have travelled a great distance to perform a season of gigs at a venue there are those times when everything goes perfectly there are those other times when you immediately start to miss your partner and wonder what the hell you are doing this far from home in the end you have to make the best of it because there is no other way out
"(SPOILERS IN THIS)<br /><br />""Rosenstraße"" is a movie about heroic women in German Nazi time. But it is way too long, it is not touching and sometimes even boring! There are too many clichés and not enough good acting.<br /><br />The storytelling (storyline) is bad. Like in James Cameron´s Titanic an old woman remembers events of her live. Good, now we´ve got a point of view. Than there is another woman introduced who does the same. Confusing is that they both are recalling events of lifes of other people! Come on! This is a lack of knowledge of basic story telling...How can Riemann know about the fate of the little girl´s mother and her interrogation for example?<br /><br />The scenes are shown in the wrong order and you rarely know when it took place. For example the scene when Riemann is proposing to Fabian. When did that happen? The scene looks like it is set in the Twenties...<br /><br />Riemann´s character is of course a talented pianist, well, she is even a Baroness! Wow. Her brother comes back from the Eastern Front, he has received a ""Ritterkreuz"" which he is showing in some scenes. So he is a war hero and still a fine man who preserved his conscience. And he gained knowledge of massacres committed by Germans. He even made some photographs! And so it goes, cliché after cliché is piling up and this is why the movie does not work.<br /><br />Basically von Trotta made a chick flick out of something what could have been a decent movie. And in the end it´s all very simple. Riemann finds a way to get Goebbels into bed and - ta da! - everyone is free. Which is not a historical fact but pure imagination despite the ""true story"" claim at the beginning. Like ""Sass"" it is vaguely BASED on a true event.<br /><br />It is sad but true, this IS the typical German movie these days. It is bad! Macaulay J. Connor<br /><br />",0,spoilers in thisrosenstraße is a movie about heroic women in german nazi time but it is way too long it is not_touching and sometimes even boring there are too many clichés and not_enough good actingthe storytelling storyline is bad like in james camerons titanic an old woman remembers events of her live good now weve got a point of view than there is another woman introduced who does the same confusing is that they both are recalling events of lifes of other people come on this is a lack of knowledge of basic story tellinghow can riemann know about the fate of the little girls mother and her interrogation for examplethe scenes are shown in the wrong order and you rarely know when it took place for example the scene when riemann is proposing to fabian when did that happen the scene looks like it is set in the twentiesriemanns character is of course a talented pianist well she is even a baroness wow her brother comes back from the eastern front he has received a ritterkreuz which he is showing in some scenes so he is a war hero and still a fine man who preserved his conscience and he gained knowledge of massacres committed by germans he even made some photographs and so it goes cliché after cliché is piling up and this is why the movie does not_workbasically von trotta made a chick flick out of something what could have been a decent movie and in the end its all very simple riemann finds a way to get goebbels into bed and ta da everyone is free which is not_a historical fact but pure imagination despite the true story claim at the beginning like sass it is vaguely based on a true eventit is sad but true this is the typical german movie these days it is bad macaulay j connor
"Drum scene is wild! Cook, Jr. is unsung hero of this and many movies. Fantastic actor, great flick. A few twists that keep you moving. A must-see.",1,drum scene is wild cook jr is unsung hero of this and many movies fantastic actor great flick a few twists that keep you moving a mustsee
"We thought this was one of the worst movies ever. I had to volunteer to watch the end. The romance was not believable; the characters were not developed; the love affair made hardly any sense; it was miscast; and scenery was absolutely stupid because it was either (my opinion) like the ADAMS FAMILY GOES ON VACATION...just creepy, gypsy and cheesy; and the OUTERBANKS does not look typically like those houses on the surf; and who would spend the night in one during a hurricane if it was not theirs. Also..it was not realistic. hurrricanes give you plenty of notice to batten down the hatches.<br /><br />Also the friend was superfluous; and did not match the story What did the civil war have to do with the outerbanks anyway? I also have to mention the wardrobe...did D. Lane have to have a scarf/pashmina/shawl on in every scene? It was overdone. She looked good enough to not have to hide things; without making them obvious like with light slacks.<br /><br />Lastly I am concerned with the impact on our landfills when everyone has to dispose of this stupid, and I mean STUPID movie!!!! Don't fall for the hype on this one!!!!!! We did. Not even watchable.",0,we thought this was one of the worst movies ever i had to volunteer to watch the end the romance was not_believable the characters were not_developed the love affair made hardly any sense it was miscast and scenery was absolutely stupid because it was either my opinion like the adams family goes on vacationjust creepy gypsy and cheesy and the outerbanks does not_look typically like those houses on the surf and who would spend the night in one during a hurricane if it was not_theirs alsoit was not_realistic hurrricanes give you plenty of notice to batten down the hatchesalso the friend was superfluous and did not_match the story what did the civil war have to do with the outerbanks anyway i also have to mention the wardrobedid d lane have to have a scarfpashminashawl on in every scene it was overdone she looked good enough to not_have to hide things without making them obvious like with light slackslastly i am concerned with the impact on our landfills when everyone has to dispose of this stupid and i mean stupid movie dont fall for the hype on this one we did not_even watchable
"I honestly believe that ANYONE considering film-making be subjected to this mind-boggling failure. Like the ""films"" of Edward Wood, Jr. in the '60s and '70s, this film is a shining example of why real filmmakers expend so much energy rewriting scripts, re-editing their films, and reworking their special effects until they finally look right. This movie is also a decent argument FOR the studios' pre-screening process. If Mr. Hines were forced to endure the honest reactions of an impartial audience, perhaps he would have cut 75% or the walking/running/strolling scenes and edited this movie down to a more bearable 90 minutes.<br /><br />Film students should view this movie as an example of just how dangerous thinking their work is ""good enough"" can truly be. Every performance, every line of dialog, every digital effect, every filter effect, indeed every frame of video expresses the danger of striving for mere mediocrity. A beginning filmmaker may find himself/herself tempted from time to time to think ""At least I accomplished SOMETHING"" or ""Just finishing this will be an accomplishment in itself"". This movie will help them understand just how badly a film can turn out.<br /><br />Critics might also benefit from seeing this movie before they dub the latest summer entertainment ""the worst movie ever made"".<br /><br />Beginning writers can learn from this film just how important rewrites are, and perhaps understand the necessity for rewrites. Also, beginning directors can learn the importance of a GOOD screenplay, and some degree of respect for just how hard it is to write a script that causes the audience to feel emotionally compelled through the story. Writers and directors who watch bad made-for-cable movies of the week and think ""I can do better than THAT"" can see get an idea from this movie how difficult it really IS to produce even mediocre results.<br /><br />I sincerely believe this movie can serve as an educational tool to beginning filmmakers. Particularly those entering the craft in this current post-Lucas and post-Spielberg environment. There is a reason filmmakers such as these are hailed for their ability with special effects. The War of the Worlds illustrates clearly that not everyone can pull it off. Some can't even come CLOSE to it.",0,i honestly believe that anyone considering filmmaking be subjected to this mindboggling failure like the films of edward wood jr in the s and s this film is a shining example of why real filmmakers expend so much energy rewriting scripts reediting their films and reworking their special effects until they finally look right this movie is also a decent argument for the studios prescreening process if mr hines were forced to endure the honest reactions of an impartial audience perhaps he would have cut or the walkingrunningstrolling scenes and edited this movie down to a more bearable minutesfilm students should view this movie as an example of just how dangerous thinking their work is good enough can truly be every performance every line of dialog every digital effect every filter effect indeed every frame of video expresses the danger of striving for mere mediocrity a beginning filmmaker may find himselfherself tempted from time to time to think at least i accomplished something or just finishing this will be an accomplishment in itself this movie will help them understand just how badly a film can turn outcritics might also benefit from seeing this movie before they dub the latest summer entertainment the worst movie ever madebeginning writers can learn from this film just how important rewrites are and perhaps understand the necessity for rewrites also beginning directors can learn the importance of a good screenplay and some degree of respect for just how hard it is to write a script that causes the audience to feel emotionally compelled through the story writers and directors who watch bad madeforcable movies of the week and think i can do better than that can see get an idea from this movie how difficult it really is to produce even mediocre resultsi sincerely believe this movie can serve as an educational tool to beginning filmmakers particularly those entering the craft in this current postlucas and postspielberg environment there is a reason filmmakers such as these are hailed for their ability with special effects the war of the worlds illustrates clearly that not_everyone can pull it off some cant even come close to it
"Husband-and-wife doctor team Carole and Niles Nelson are doing modestly well in their careers, but Niles has a gambling problem. His luck changes when he (unknowingly) saves the life of a gangster from Joe Gurney's mob and gets a big bonus from the gangleader himself. Loving his change of fortune (and snazzy new apartment), Niles continues to receive payoffs for patching up other injured members of the gang. Unfortunately, his shady deals come to light in a police raid, which hangs a shadow over his wife's career as well.<br /><br />At this point the plot comes into focus, as Carole Nelson has to rescue her career before her license is suspended. This involves bringing the gang to justice more or less single- handedly. <br /><br />This is not a hard-edged gangster picture, but a plot that might have been comfortable on a show like MATLOCK or MURDER SHE WROTE. There is some tension, but the mood is kept light by Bogart's tongue-in-cheek performance of a stupid gangster who imagines himself as the ""Napoleon of Crime."" His other gang members also function more as stooges than hoodlums. And there's some snappy dialog between Bogart and Francis, especially when she's treating his injuries at his hideout. Of course, as in all gangster flicks, there's a big shootout ending, but with a humorous twist. This is a good short film showing Bogart on his rise to stardom.",1,husbandandwife doctor team carole and niles nelson are doing modestly well in their careers but niles has a gambling problem his luck changes when he unknowingly saves the life of a gangster from joe gurneys mob and gets a big bonus from the gangleader himself loving his change of fortune and snazzy new apartment niles continues to receive payoffs for patching up other injured members of the gang unfortunately his shady deals come to light in a police raid which hangs a shadow over his wifes career as wellat this point the plot comes into focus as carole nelson has to rescue her career before her license is suspended this involves bringing the gang to justice more or less single handedly this is not_a hardedged gangster picture but a plot that might have been comfortable on a show like matlock or murder she wrote there is some tension but the mood is kept light by bogarts tongueincheek performance of a stupid gangster who imagines himself as the napoleon of crime his other gang members also function more as stooges than hoodlums and theres some snappy dialog between bogart and francis especially when shes treating his injuries at his hideout of course as in all gangster flicks theres a big shootout ending but with a humorous twist this is a good short film showing bogart on his rise to stardom
"Oddly enough, it's Fred MacMurray who plays the more ""screwy"" part in this screwball comedy. Carole Lombard shows a fine performance combining lighter moments with and undercurrent of drama and seriousness.<br /><br />As usual, Fred MacMurray remains a mystery to me. The camera is no fan of his, he's not that attractive, and he doesn't have the style and panache to pull off this very Cary Grant-like role.<br /><br />Ralph Bellamy is excellent as the kind friend coming back to life through his relationship with Lombard's character. One can only wonder why her character wouldn't want his gentle, reassuring love instead of the almost certain doom of MacMurray's ineptness. But that's Hollywood!<br /><br />The picture almost works but misses the mark, primarily due to MacMurray's performance. It would've been lovely to see Grant or even Clark Gable in his role. Lombard and Bellamy are largely believable and likable; MacMurray is stiff and makes you want to keep him at arm's length.",0,oddly enough its fred macmurray who plays the more screwy part in this screwball comedy carole lombard shows a fine performance combining lighter moments with and undercurrent of drama and seriousnessas usual fred macmurray remains a mystery to me the camera is no fan of his hes not_that attractive and he doesnt have the style and panache to pull off this very cary grantlike roleralph bellamy is excellent as the kind friend coming back to life through his relationship with lombards character one can only wonder why her character wouldnt want his gentle reassuring love instead of the almost certain doom of macmurrays ineptness but thats hollywoodthe picture almost works but misses the mark primarily due to macmurrays performance it wouldve been lovely to see grant or even clark gable in his role lombard and bellamy are largely believable and likable macmurray is stiff and makes you want to keep him at arms length
"I must say I was really excited about this film before renting it as it was an Adam Sandler ""Happy Madison"" production and I am usually attracted to that type of silly humour.<br /><br />There were a few funny moments at the beginning of the film, but this film lacked everything that makes a good movie. I realize that many filmsthat are not realistic can still be quite funny, but this film was unrealistic and not funny at all. The acting was horrible, the cinematography was very poor, the plot made no sense at all. I cannot get over the fact that 3 classy older ladies would even work for such poor writing. Overall I was very unimpressed with this film and I do not recommend wasting 5 bucks on renting it.",0,i must say i was really excited about this film before renting it as it was an adam sandler happy madison production and i am usually attracted to that type of silly humourthere were a few funny moments at the beginning of the film but this film lacked everything that makes a good movie i realize that many filmsthat are not_realistic can still be quite funny but this film was unrealistic and not_funny at all the acting was horrible the cinematography was very poor the plot made no sense at all i cannot get over the fact that classy older ladies would even work for such poor writing overall i was very unimpressed with this film and i do not_recommend wasting bucks on renting it
"This is one of those movies where the acting, set location, direction, and effects were so bad you need to rent a copy get 5 or 6 buddies, a keg of beer, sit down and watch it. To borrow from the late Douglas Adams, ""Watching this movie will be like having your brains smashed out by a slice of lemon... wrapped around a large gold brick."".<br /><br />What is wrong? Everything. British actors posing as Americans, there have been many that can pull it off like Bob Hoskins but he isn't in this one. It wasn't even necessary to choose North America as a location why not say it took place in England or something? The director seemed to like taking shots of girls tits and asses more than actually coming up with some kind of character motivation. So at this point you drunken buddies will be saying, ""ALL RIGHT! Another T&A shot!"". There isn't much dialog so feel free to skip off to the kitchen and make those sandwiches. What did I like about this movie? After my friends passed out, I managed to collect $185 off of them and told them they spent it at the strip bar after we finished watching the awful movie.",0,this is one of those movies where the acting set location direction and effects were so bad you need to rent a copy get or buddies a keg of beer sit down and watch it to borrow from the late douglas adams watching this movie will be like having your brains smashed out by a slice of lemon wrapped around a large gold brickwhat is wrong everything british actors posing as americans there have been many that can pull it off like bob hoskins but he isnt in this one it wasnt even necessary to choose north america as a location why not_say it took place in england or something the director seemed to like taking shots of girls tits and asses more than actually coming up with some kind of character motivation so at this point you drunken buddies will be saying all right another ta shot there isnt much dialog so feel free to skip off to the kitchen and make those sandwiches what did i like about this movie after my friends passed out i managed to collect off of them and told them they spent it at the strip bar after we finished watching the awful movie
I caught this one on cable and I was very surprised. Steady direction and some good performances accent a twisty and very engaging story. This one will keep you up all night thinking about what was real and what wasn't. Check out Jason Scott Lee in the Lou Diamond Phillips role!,1,i caught this one on cable and i was very surprised steady direction and some good performances accent a twisty and very engaging story this one will keep you up all night thinking about what was real and what wasnt check out jason scott lee in the lou diamond phillips role
"I bought a set of 4 DVDs for 10 bucks at my local Suncoast, which contained this movie and three other trashy horror flicks (including its sequel ""Witchcraft XI""). So basically I paid the rock bottom price of $2.50 for this movie, if you do the math. I can't exactly say I was ripped off. I have a thing for trashy horror movies, but this is the kind of trash that gives trash a bad name. The budget couldn't be over $1,000 (though it appears as if they spent a total of $1.50). I know it's a low-budget film, but that's no excuse for totally uninspired camerawork. The film ""Blood Cult,"" though not very good, was made for an extremely low budget and still had fairly good camerawork and acting. The acting in this movie is the definition of ""effortless,"" especially from that muscular guy with the Texas accent. Everyone is pretty much reading their lines off the page. You can take that figuratively or literally. I wouldn't be surprised if the script was off-camera as they were performing. I said before that I've never seen a bad English actor. This movie has quite a few bad ones. And though English movies aren't always good, they always seem to have at least a level of sophistication, which is why I don't see why any Englishman, or Englishwoman, would volunteer to do a home-video-style schlock flick like this. Did Merchant Ivory put a hold on their casting calls? Usually, I think people are too hard on directors and actors. Even some of the worst movies in Hollywood have some level of professionalism in the directing, acting and cinematography departments. Even when you watch a movie like ""Glitter"" you can't honestly say it looks like a third-grader shot those scenes (though a third-grader could've written the script). I've seen home movies that are shot better than ""Witchcraft X,"" and that's no exaggeration whatsoever. Even the gore is minimal since the filmmakers only had money to buy some fake blood on sale at Party City. Not a single effort was put into making this movie--let's just sum it up like that. You get the picture. There's a good deal of nudity, though that doesn't save it. However, I must say that girl with the red-orange hair, who's either naked or wearing a cleavage-popping outfit throughout the film, is really hot! <br /><br />My score: 1 (out of 10)",0,i bought a set of dvds for bucks at my local suncoast which contained this movie and three other trashy horror flicks including its sequel witchcraft xi so basically i paid the rock bottom price of for this movie if you do the math i cant exactly say i was ripped off i have a thing for trashy horror movies but this is the kind of trash that gives trash a bad name the budget couldnt be over though it appears as if they spent a total of i know its a lowbudget film but thats no excuse for totally uninspired camerawork the film blood cult though not_very good was made for an extremely low budget and still had fairly good camerawork and acting the acting in this movie is the definition of effortless especially from that muscular guy with the texas accent everyone is pretty much reading their lines off the page you can take that figuratively or literally i wouldnt be surprised if the script was offcamera as they were performing i said before that ive never seen a bad english actor this movie has quite a few bad ones and though english movies arent always good they always seem to have at least a level of sophistication which is why i dont see why any englishman or englishwoman would volunteer to do a homevideostyle schlock flick like this did merchant ivory put a hold on their casting calls usually i think people are too hard on directors and actors even some of the worst movies in hollywood have some level of professionalism in the directing acting and cinematography departments even when you watch a movie like glitter you cant honestly say it looks like a thirdgrader shot those scenes though a thirdgrader couldve written the script ive seen home movies that are shot better than witchcraft x and thats no exaggeration whatsoever even the gore is minimal since the filmmakers only had money to buy some fake blood on sale at party city not_a single effort was put into making this movielets just sum it up like that you get the picture theres a good deal of nudity though that doesnt save it however i must say that girl with the redorange hair whos either naked or wearing a cleavagepopping outfit throughout the film is really hot my score out of
i was like watching it right and i was all like oh this is so totally awesome-full and then i was all like ya quite good indeed so i really enjoyed all the amazing dangers and all the British people and i think that the doctor is very a good doctor in his way of doing such wonderful doctor-y things and he was a very strange man and i was like maybe i won't like this guy because hes a new doctor and i like the old doctor thats not this guy but then i watched him and i was like oh this is awesome and i liked it so then i watched and enjoyed the great evil enemies and the great conquering of the evil guys and the happy doctor who is quite scary and happy looking,1,i was like watching it right and i was all like oh this is so totally awesomefull and then i was all like ya quite good indeed so i really enjoyed all the amazing dangers and all the british people and i think that the doctor is very a good doctor in his way of doing such wonderful doctory things and he was a very strange man and i was like maybe i wont like this guy because hes a new doctor and i like the old doctor thats not_this guy but then i watched him and i was like oh this is awesome and i liked it so then i watched and enjoyed the great evil enemies and the great conquering of the evil guys and the happy doctor who is quite scary and happy looking
"A ridiculous movie, a terrible editing job, worst screenplay, ridiculous acting, a story that is completely ununderstandable...<br /><br />If God was going to decide if movies should continue to be done, judging by this one, the entire world movie industry would now be dead...<br /><br />A wonderful movie to show that cinema should not be done by people who ""think"" they can make movies.<br /><br />I am still wondering who are those two gipsy girls who show up in the movie for over half an hour, and are never introduced to us...<br /><br />",0,a ridiculous movie a terrible editing job worst screenplay ridiculous acting a story that is completely ununderstandableif god was going to decide if movies should continue to be done judging by this one the entire world movie industry would now be deada wonderful movie to show that cinema should not_be done by people who think they can make moviesi am still wondering who are those two gipsy girls who show up in the movie for over half an hour and are never introduced to us
"This is one of the creepiest, scariest and most heartbreaking horror movie EVER! <br /><br />Dr Creed (Louise) and his family moving in to new home with his wife (Rachel), Daughter (Ellie) and little son (Gage) Everything seems normal until Dr Creed loses one his patient who had a terrible head injury,Then he is haunted by the ghost know as Victor takes him to the Pet Sematarty and show him that where the dead come to life.<br /><br />Louis not knowing if that was all dream and is talking to Ellie who worried about her cat that could be killed by lorry and then later on Rachel tells Louis that it really hard for to talk about death because of her sister Zelda who was really sick (As we see in a flashback how sick her sister really was and this is one of the most creepiest scene ever!) <br /><br />The next day Louis gets a call from Jed saying there cat as been killed by lorry and Jed take him to place where Victor the Ghost told him not to go! And bury the Cat, His wife and kids have go to see their Grandparents and Louise is home alone shocked to see the cat is back and now it as evil in it eyes so he goes to see Jed then Jed tell him that he also buried his dog there too (As we seen other flashback).<br /><br />Later on in the movie The Family out having Picnic, Gage is playing with kite and Gage say's I drop it"", The wind blow the rod near the road where a lorry coming at fast past, Gage is get closer to road, Louis is rushing to get him, The most HEARTBREAKING scene in any horror movie will leave with your Jaw on floor or Shivers will go down your back when you hear Louis screams, Soon he missing him so much, Louis then buries Gage in same place where is buried the Cat. <br /><br />The scariest thing about this movie is that some scenes in this movie are not too far from really life. <br /><br />This movie is just Amazing and the acting from everyone was great! 10 out 10",1,this is one of the creepiest scariest and most heartbreaking horror movie ever dr creed louise and his family moving in to new home with his wife rachel daughter ellie and little son gage everything seems normal until dr creed loses one his patient who had a terrible head injurythen he is haunted by the ghost know as victor takes him to the pet sematarty and show him that where the dead come to lifelouis not_knowing if that was all dream and is talking to ellie who worried about her cat that could be killed by lorry and then later on rachel tells louis that it really hard for to talk about death because of her sister zelda who was really sick as we see in a flashback how sick her sister really was and this is one of the most creepiest scene ever the next day louis gets a call from jed saying there cat as been killed by lorry and jed take him to place where victor the ghost told him not_to go and bury the cat his wife and kids have go to see their grandparents and louise is home alone shocked to see the cat is back and now it as evil in it eyes so he goes to see jed then jed tell him that he also buried his dog there too as we seen other flashbacklater on in the movie the family out having picnic gage is playing with kite and gage says i drop it the wind blow the rod near the road where a lorry coming at fast past gage is get closer to road louis is rushing to get him the most heartbreaking scene in any horror movie will leave with your jaw on floor or shivers will go down your back when you hear louis screams soon he missing him so much louis then buries gage in same place where is buried the cat the scariest thing about this movie is that some scenes in this movie are not_too far from really life this movie is just amazing and the acting from everyone was great out
"Richard Brooks excellent 1967 film of Truman Capote's novel IN COLD BLOOD is a perfect companion piece to Philip Seymour Hoffman's Oscar winning performance in the 2005 CAPOTE. They really play well together (try them on separate nights). It is unusual to find films made 38 years apart that mesh so well. These two truly enhance each other. Even though different actors play the roles of killers Perry Smith and Dick Hickock, the two pieces blend well. Only the part of the writer (played by Paul Stewart) in the Brooks films is weaker, as they give him a different name then Capote. I'd suggest watching CAPOTE first, followed by IN COLD BLOOD. It makes for a powerful experience!",1,richard brooks excellent film of truman capotes novel in cold blood is a perfect companion piece to philip seymour hoffmans oscar winning performance in the capote they really play well together try them on separate nights it is unusual to find films made years apart that mesh so well these two truly enhance each other even though different actors play the roles of killers perry smith and dick hickock the two pieces blend well only the part of the writer played by paul stewart in the brooks films is weaker as they give him a different name then capote id suggest watching capote first followed by in cold blood it makes for a powerful experience
"You know what they say about the 70's..if you can remember them you weren't there. One of the few things I do remember about the 70's was the very first hippie and hip social satire as seen from a totally 'underground'or counter-culture perspective..The Groove Tube. If the humor seems faded or witless now to some viewers it can only be because a lot has happened in the last 30 years and the comedy isn't 'fresh' anymore..but hey! When this movie came out it was a first..and some of these skits were being done for the very first time...at a time when Nixon was in office, the Vietnam war was raging, the sexual revolution was in full swing..and J.Edgar Hoover was still in charge of the FBI. This is a film made before Watergate broke and as such it was one of the first to take a big swipe at the establishment..to make fun of it and the hippies at the same time. And frankly, some skits are still dead funny. If you liked Cheech and Chong's ""Up In Smoke""..you will LOVE this film.<br /><br />If you want to know what the 70's were really like..check out the Groove Tube.. if you liked the Oscar winning ""Network"" from about the same year and thought it was right on the mark in its savage look at TV, you will dig the Groove Tube..which picks up on the theme but plays from the angle of the viewers...the young viewers who were turning off the TV in favor of other entertainments.... We had been raised on Ozzie & Harriet ""Leave It to Beaver"", Father Knows Best, My Three Sons..Happy Days...so imagine our glee when those of us who were experimenting with the new life-styles got to see a send up of the box as seen from our perspective! The commercials by the Uranus corporation alone are priceless..""Good things come from Uranus""....and the sudden break from straight film into Fritz the Cat-style animation when the hippies eat the weed is still one of the best segues in and out of sanity i have ever seen on film.<br /><br />If you liked the Kentucky Fried Movie, you will LOVE this film. And if you ever wondered why your weird uncle Harold still gets a wicked gleam in his eye when thinking back to his college days..this would be the perfect film to watch.<br /><br />Take it for what it is..a memento of the times...and a sassy little film that will help all of us who did forget the 70's to remember them anew.",1,you know what they say about the sif you can remember them you werent there one of the few things i do remember about the s was the very first hippie and hip social satire as seen from a totally undergroundor counterculture perspectivethe groove tube if the humor seems faded or witless now to some viewers it can only be because a lot has happened in the last years and the comedy isnt fresh anymorebut hey when this movie came out it was a firstand some of these skits were being done for the very first timeat a time when nixon was in office the vietnam war was raging the sexual revolution was in full swingand jedgar hoover was still in charge of the fbi this is a film made before watergate broke and as such it was one of the first to take a big swipe at the establishmentto make fun of it and the hippies at the same time and frankly some skits are still dead funny if you liked cheech and chongs up in smokeyou will love this filmif you want to know what the s were really likecheck out the groove tube if you liked the oscar winning network from about the same year and thought it was right on the mark in its savage look at tv you will dig the groove tubewhich picks up on the theme but plays from the angle of the viewersthe young viewers who were turning off the tv in favor of other entertainments we had been raised on ozzie harriet leave it to beaver father knows best my three sonshappy daysso imagine our glee when those of us who were experimenting with the new lifestyles got to see a send up of the box as seen from our perspective the commercials by the uranus corporation alone are pricelessgood things come from uranusand the sudden break from straight film into fritz the catstyle animation when the hippies eat the weed is still one of the best segues in and out of sanity i have ever seen on filmif you liked the kentucky fried movie you will love this film and if you ever wondered why your weird uncle harold still gets a wicked gleam in his eye when thinking back to his college daysthis would be the perfect film to watchtake it for what it isa memento of the timesand a sassy little film that will help all of us who did forget the s to remember them anew
"""The Shop Around the Corner"" is one of the great films from director Ernst Lubitsch. In addition to the talents of James Stewart and Margaret Sullavan, it's filled with a terrific cast of top character actors such as Frank Morgan and Felix Bressart .They're the type of character actors that Hollywood sadly no longer employs. In fact, the film itself is the kind of movie that Hollywood doesn't make anymore. (The makers of ""You've Got Mail"" claim their film to be a remake, but that's just nothing but a lot of inflated self praise.) Anyway, if you have an affection for romantic comedies of the 1940's, you'll find ""The Shop Around the Corner"" to be nothing short of wonderful. Just as good with repeat viewings. Enjoy!",1,the shop around the corner is one of the great films from director ernst lubitsch in addition to the talents of james stewart and margaret sullavan its filled with a terrific cast of top character actors such as frank morgan and felix bressart theyre the type of character actors that hollywood sadly no longer employs in fact the film itself is the kind of movie that hollywood doesnt make anymore the makers of youve got mail claim their film to be a remake but thats just nothing but a lot of inflated self praise anyway if you have an affection for romantic comedies of the s youll find the shop around the corner to be nothing short of wonderful just as good with repeat viewings enjoy
"OK..this movie could have been soooo good! All generations have been exposed to Thunderbirds and have come to love it and this film had some of the features one would look for in a good thunderbirds movie. The craft themselves and Tracey Island were realistically transferred to the big screen, whilst still keeping to the designs we fell in love with. Sophia Miles was, simply, fantastic, as Lady P and Bill Paxton, whilst not exactly who I envisaged Jeff Tracey being, was solid enough...but then the adults were taken out of the equation and we were asked to believe 8 year olds could fly 200 tonne machines.<br /><br />It's not so much the fact that the movie was centred around the children that made me feel like Jonathon Frakes was slapping me with a wet fish and laughing at my hard earned money spent on the film, it was the fact that Alan Tracey was so obnoxious in the film and that he seemed to be as able to fly the machines as well as his brothers...who were at least 19/20. Seriously, these are some pretty damn simple machines to use if this is the case.<br /><br />The film didn't seem to know whether it wanted to be serious or farcical. It tried to pay homage whilst satirising and it just generally fell flat on its face. 3/10 (2 for the machines, 1 for Lady P)",0,okthis movie could have been soooo good all generations have been exposed to thunderbirds and have come to love it and this film had some of the features one would look for in a good thunderbirds movie the craft themselves and tracey island were realistically transferred to the big screen whilst still keeping to the designs we fell in love with sophia miles was simply fantastic as lady p and bill paxton whilst not_exactly who i envisaged jeff tracey being was solid enoughbut then the adults were taken out of the equation and we were asked to believe year olds could fly tonne machinesits not_so much the fact that the movie was centred around the children that made me feel like jonathon frakes was slapping me with a wet fish and laughing at my hard earned money spent on the film it was the fact that alan tracey was so obnoxious in the film and that he seemed to be as able to fly the machines as well as his brotherswho were at least seriously these are some pretty damn simple machines to use if this is the casethe film didnt seem to know whether it wanted to be serious or farcical it tried to pay homage whilst satirising and it just generally fell flat on its face for the machines for lady p
